"provider_name","website","email","street_address","city","state","Zipcode","phone","description","from_age","to_age","has_class","has_camp","has_birthday_party","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","Starting price","price_type (values - ""per_class"", ""per_session"" , ""per_month"", ""per_hour"", ""per_day"", ""per_week"", ""per_year"", ""per_season"")","Registration Type  (online, web form, pdf)","Facebook page","Over 500 likes on FB (y/n)","logo_url","photo_url","location_name","from_grade","to_grade","Hot lead","NOTES"
"Pacific Swim School","tigerswimschool.com","pacificswimschool1@gmail.com","3601 Pacific Ave","Stockton","CA",95211,"209-946-2540","Welcome to Pacific Swim School! We offer swim lessons for all ages, from beginners to advanced. If you want to learn the sport of Water Polo, lessons are available upon request. The Swim School is located at the Chris Kjeldsen Pool, next to Knoles Field and the Amos Alonzo Stagg Football Stadium.",0.5,99,"Yes","No","Yes","Swimming","Water Polo",,,,,,,,64,"Per_session","Active","https://www.facebook.com/tigerswimschool","No","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xfa1/v/t1.0-1/c4.0.160.160/p160x160/10154064_1480202168862311_301145428_n.png?oh=7098e8e7ecd8c74c5aa62911a53b790a&oe=55173974&__gda__=1423798940_533bcb2e8c459a42839dfed4e4e306bb","http://extras.mnginteractive.com/live/media/site569/2013/0711/20130711__130714relate-Turning%20Point%201.jpg","Chris Kjeldsen Pool",,,,
"Carolina RailHawks","CarolinaRailHawks.com","pete@CarolinaRailHawks.com","101 SOCCER PARK DRIVE","Cary","NC",27511,"919-274-5909","The Carolina RailHawks camps are instructional soccer camps conducted by current professional RailHawks players and coaches. The camps are designed to improve a player’s technical and tactical understanding of the game in a fun, positive and encouraging environment that stretches each player’s current capabilities and fosters creativity in their play.",3,15,"Yes","Yes","No","Soccer",,,,,,,,,185,"Per_session","Active","https://www.facebook.com/CarolinaRailHawks","Yes","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xpa1/v/t1.0-1/p160x160/10378309_10152079673610423_2073804214150949674_n.png?oh=b8c3d86d2a723f8b5902ca44b8ceab92&oe=55161A86&__gda__=1424335895_147d5e80e0e2a499fc512a206aa9b851","https://scontent-a.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/543244_10150873983475423_1910868350_n.jpg?oh=e43780ce915af21d5b49b72dd430aaf9&oe=54D47AA9","WakeMed Soccer Park",,,,
"Tucson Jazz Institute","tucsonjazzinstitute.com","tji@tucsonjazzinstitute.com","6061 East Broadway Blvd suite #121","Tucson","AZ",85711,"520-514-0935","At the Tucson Jazz Institute, our mission is to create educational and performance opportunities for young musicians to reach their highest potential. Jazz ensembles at TJI are taught by seasoned educators with the highest standard of musical excellence and a proven track record of success in developing young talent.The Tucson Community Music School's jazz division, the Tucson Jazz Institute (TJI), offers various classes for all ages and levels. Middle and high school students can audition into big bands ranging from the novice level to our most accomplished big band, the Ellington Band. Combos are offered from beginning to professional levels, with classes for middle, high school and adult students. Vocal jazz is offered at the middle and high school levels.",8,18,"Yes","No","No","Music","Jazz",,,,,,,,375,"Per_session","PDF","https://www.facebook.com/tucsonjazzinstitute","Yes","http://tucsonjazzinstitute.com/images/tji_web_banner.jpg","http://tucsonjazzinstitute.com/photos/EEstage2012.gif",3,12,,,
"Blankenship Elite Soccer Camps","http://www.fgcusoccer.com/","jblaken@fgcu.edu","10501 FGCU Blvd, South","Fort Myers","FL",33965,"239-590-7571","Jim Blankenship’s 2014 Eagles Soccer Camps provides an incredible opportunity for players from all levels to learn, develop, compete and succeed.  The Eagles Soccer Camps will be among the best in the nation this summer as Coach Blankenship has carefully selected his staff so that every level and type of player is properly identified and developed. We offer various camps from ages 6 and up.",6,18,"No","Yes","No","Soccer",,,,,,,,,225,"Per_session","Active","N/A","N/A","http://www.fgcusoccer.com/Assets/FGCU+Womens+Soccer+Digital+Assets/Blankenship1.jpg","http://www.fgcusoccer.com/Assets/FGCU+Womens+Soccer+Digital+Assets/FGCU3.jpg",,,,,
"Comedy Sportz Theatre of Chicago","comedysportzchicago.com","caleb@comedysportzchicago.com","929 W Belmont","Chicago","IL",60657,"773-549-8080","Welcome to the ComedySportz Theater. We offer Chicago shows, comedy improv classes, and improv comedy for corporate training, entertainment, and private events in Gold Coast, Lakeview, Lincoln Park, Old Town and the surrounding areas. Whether you are looking for comedy clubs for a private or corporate outing or want to learn improv comedy, you have found the right place. Whether you are an adult looking for beginning or advanced improv classes or a high school student wanting to join our High School League, we've got some great classes and electives!",14,99,"Yes","Yes","Yes","Comedy","Performing Arts",,,,,,,,850,"Per_year","unclear","https://www.facebook.com/comedysportzchi?rf=223662037659143","Yes","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xap1/v/t1.0-1/c3.0.160.160/p160x160/10461476_10152511438674255_2559150169594949713_n.png?oh=011dcf843aeed54d92acea523f449985&oe=54E5FB25&__gda__=1423302555_bfcdb10332a5e9736cf8f066b34dcb82","https://scontent-b.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/10311769_10152871092414255_5390394640615372622_n.jpg?oh=b5d3816a6ee0d92c24b5e06b30e7a75d&oe=54E631A5",,9,12,,"Costs seem to be PER TEAM, not per person"
"CAMP 510","camp510.com","charity@camp510.com","PO Box 22836","Oakland","CA",94609,"510-610-7450","CAMP 510 exists to cultivate a community of makers who have the creative agency and confidence to help shape a better world. Here, your child explores the innovative and magical in studio art, tinkering, public art, food and cooking, movement, building, soldering and welding, sewing, crafts, music, and more. Unique projects are carefully chosen for each week of CAMP and are scaled to be developmentally appropriate for each age group of CAMPers. Equipped with the right tools in a participatory community environment, these projects are led by professional artists, makers, performers, gardeners, teachers, and chefs in the spirit of D-I-T (do it together). CAMP 510 is located on the Park Day School campus in Temescal, Oakland.",6,12,"No","Yes","No","Play/Outdoor","Water Sports","Reading","Sports","Drawing and Painting","Creative Arts","Cooking
Crafts",,,375,"Per-session","Active","https://www.facebook.com/pages/CAMP-510-CommunityArtMakePlay/152609521524225?ref=hl","No","http://camp510.com/wp/wp-content/uploads/2012/12/camplogo_tagline_2b1.png","http://camp510.com/wp/wp-content/uploads/2013/07/IMG_0029-e1388635919280.jpg",,,,,
"Dave MacWilliams Ultimate Soccer Academy","http://www.ultimatesocceracademy.net/","tusoccer@temple.edu","1801 N. Broad Street","Philadelphia","PA",19122,"267-468-8737","Temple Head Coach Dave MacWilliams camps are for players who would like to experience what college training is all about. Our top level coaching staff will put you through an intense training environment to get a feel for whats it like to play at the collegiate level.",14,19,"Yes","No","No","Soccer",,,,,,,,,100,"Per_class","Active","https://www.facebook.com/pages/Temple-University-Mens-Soccer-Team/298461616880748","No","http://www.ultimatesocceracademy.net/Assets/SGU-106-ST-Camp+Templates+Digital+Assets/newheader.jpg","http://www.ultimatesocceracademy.net/Assets/SGU-106-ST-Camp+Templates+Digital+Assets/Mitchell+Leff_Soccer_103.jpg","The Pavilion Athletic Facility, Temple University",,,,
"Loomis Racquet Academy","http://www.loomisracquetacademy.com/","CAMP@LoomisRacquetAcademy.com","500 College Avenue","Swarthmore","PA",19081,"610-328-8204","The Loomis Racquet Academy is a small, intensive, and fun tennis camp on the gorgeous campus of Swarthmore College. Campers will learn about all facets of the game in a structured yet nurturing environment. Instruction is conducted in small groups with the typical ratio being roughly 4-5 students per coach. We will focus on fundamentals, but have an individualized approach so that each camper is challenged and can improve their specific needs.",5,99,"Yes","Yes","No","Tennis",,,,,,,,,75,"Per_session","Active","https://www.facebook.com/LoomisRacquetAcademy","No",,"http://www.loomisracquetacademy.com/resources/_wsb_420x306_IMG_1379.JPG","Swarthmore College",,,,
"Tampa Elite Sports Academy","www.tampaelitesportsacademy.com","info@tampaelitesportsacademy.com","8001 Sheldon Rd","Tampa","FL",33615,"813-443-5067","Tampa Elite Sports Academy is a licensed child care facility that currently offers sports training, summer camps, preschool and after school programs. ampa Elite Sports Academy makes sure each child is getting everyday physical activity that includes a fitness club and daily activities like kickball and capture the flag. The Tampa Elite Sports Academy seeks to reform the traditional after school program with specialized athletics training and small group child to teacher interaction. Tampa Elite Sports Academy is an after school, sports and summer program for ages 5 and up that specializes in training young athletes with a diverse array of sports training programs available for all levels and interests.",5,12,"Yes","Yes","No","After School Care","Sports","Fitness",,,,,,,25,"Per_day","PDF","https://www.facebook.com/pages/Tampa-Elite-Sports-Academy/112817878793250","No","http://www.tampaelitesportsacademy.com/wp-content/uploads/2012/11/tesalogo.png","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/970970_478300752244959_120746896_n.jpg?oh=a72bc0dc97dbb6d607b022a6105489e3&oe=5514932F&__gda__=1428076295_1ebd664c35f8285761b221c08a62b4fc",,,,,
"Doug Varone & Dancers","www.dougvaroneanddancers.org","info@dougvaroneanddancers.org","260 West Broadway, Suite 4","New York","NY",10013,"212.279.3344",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Camp Maskepetoon","maskepetoon.ab.ca","info@maskepetoon.ab.ca","7907 3rd Ave SW","Edmonton","AB","T6X 1K6","780-758-6915","Discover Camp Maskepetoon! Located on over 200 acres of beautiful lake shore property. Camp Maskepetoon offers exciting residential camping experiences for ages 6-15 in July and August. Try out the mud pit, archery, canoeing, campfires, and the camp favorite ""Mission Impossible!"". Give your child a rewarding experience this summer. Camp Maskepetoon provides an opportunity to develop lasting friendships and leadership skills in a beautiful outdoor environment.",6,15,"No","Yes","No","Adventure/Outdoors","Nature Programs","Canoeing","Archery","Creative Arts","Sports","Drama/Theater",,,250,"Per_session","Active","https://www.facebook.com/CampMaskepetoon","No","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xfa1/v/t1.0-1/c20.10.121.121/554347_389342281084744_1895471354_n.jpg?oh=fdc01f75fc1f33f04e72cceda8a447ca&oe=551A4062&__gda__=1428102352_d1064e613e707489f460b35b97fe9e82","https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/10541892_838020929550208_1954115344180447157_n.jpg?oh=2f4f46e1fb05c77f253f144e41c6f487&oe=54DFFD75&__gda__=1428114637_952d6a3f25b8fdddedeebe45b4690916",,,,,
"Go Sail Arizona","gosailaz.com","clintsutter@yahoo.com","8708 W Harbor Blvd","Phoenix","AZ",,"602-882-4398","Go Sail Arizona is one of the many American Sailing Association (“ASA”) affiliate schools located around the world teaching people how to sail.  The ASA is the preeminent sailing instruction organization in the world.  ASA certificate holders can charter boats throughout the world with their certifications.  Go Sail Arizona pays careful attention to your specific strengths and weaknesses so that when you are on the high seas on your own, you are equipped with the skills to take you where you want to go.  Through our sailing program, the ASA will help you learn to sail safely and confidently.  ASA Certified Students can go from basic lessons to advanced sailing courses, earning certifications that are recognized around the world.",5,99,"Yes","No","No","Sailing",,,,,,,,,350,"Per_class","Active","https://www.facebook.com/GoSailAZ","No","http://gosailarizona.com/wp-content/uploads/2013/12/gosailaz_360x85.png","https://scontent-a.xx.fbcdn.net/hphotos-prn2/v/t1.0-9/p417x417/942090_299205736882767_2100754336_n.jpg?oh=e0a3cdafceec063ba89c071d19b74fc2&oe=551C6D49",,,,,
"Lady Flames Basketball Camp","liberty.edu","seboruta@liberty.edu","1971 University Boulevard","Lynchburg","VA",24515,"434-582-2619","Liberty Women's Basketball and Head Coach Carey Green make it their mission to provide the best overall experience for each participant in our summer programs. Coach Green's goal for all campers is to develop their fundamental skills specific to post and perimeter positions through the incorporation of individual and team competitions and games. We offer day or residential camps for girls 8 - 18.",8,18,"No","Yes","No","Basketball",,,,,,,,,200,"Per_session","Active","https://www.facebook.com/LibertyWBB","Yes","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xap1/v/t1.0-1/p160x160/1384248_10151642172622751_932865035_n.jpg?oh=0abc8eb11d5d5dc77c2ba72ace29ee84&oe=551D3803&__gda__=1427259171_40acaa632b173f5cdf236bd43157a8e1","https://scontent-a.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/10502100_10152106936497751_3541810292681352192_n.jpg?oh=4f0bb24af24fa0e094c248809e728fe2&oe=54DB9EBA","Liberty University Vines Center",,,,
"North Hill Country Club","www.northhillgolf.com","northhillgolf@yahoo.com","29 Merry Avenue","Duxbury","MA",2332,"617-733-6101","North Hill Country Club in Duxbury, Massachusetts features 3,501 yard; par 36, nine-hole golf course. Our mission is to provide an exceptional golf club that all residents and visitors will enjoy. We offer junior lessons for kids 8-12.",8,12,"Yes","No","No","Golf",,,,,,,,,200,"Per_session","unclear","https://www.facebook.com/pages/North-Hill-Country-Club/207820249251097?rf=120234191326256","No","https://scontent-b.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/224388_207823495917439_2317461_n.jpg?oh=5b923f1e151ed36a7f2265a9a7ee32e1&oe=5516B3C1","https://intranet.ifg.net/htmlgui/images/golfholiday/Image/kids_play_free_golf_in_myrtle_beach.jpg",,,,,
"ASU Men's Lacrosse","http://asulacrosse.com/camps/index.html","tmasulacrosse@gmail.com",,,,,"602-537-2791","At ASU Lacrosse Camp, we strive to give our campers the best possible education and the optimal lacrosse experience while, installing sportsmanship, teamwork, and developing individual skills. Sessions will be devoted to all positions and aspects of the game and direct focus will be placed on each camper's abilities. We are dedicated to provide each camper the tools necessary to take their game to the next level and most importantly have fun.",9,18,"No","Yes","No","Lacrosse",,,,,,,,,125,"Per_session","Active","https://www.facebook.com/pages/ASU-Mens-Lacrosse-Team-Fund-Raising/155163974500231","No","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xap1/v/t1.0-1/p160x160/46155_155164354500193_3561682_n.jpg?oh=abe035d1fbc312ce4161ced91a66da32&oe=551BE3BA&__gda__=1427281411_378c8b9c584739bc915c90399382f7c3","http://www.lacrosseplayground.com/wp-content/uploads/2010/12/no-limit-camp.jpg","Arizona State University",,,,
"Hockey 2 LLC","hockey-2.com","adina@hockey-2.com","70 S. Val Vista Dr.
 Suite # A3 - 444","Gilbert","AZ",85296,"602-388-2112","Our Weekly Skills sessions work on combining different methods and techniques perfected by Head Coach Filion in his years of playing and training athletes at the professional level in Europe and in the US. We proudly welcome all players from all organizations at our skills clinics.",7,12,"Yes","Yes","No","Hockey",,,,,,,,,35,"Per_class","Active","N/A","N/A","http://hockey-2.com/ARTWORK/HEADER.jpg","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRHmkqtSF1co8WXP0joPoOfkkiOQ4_ViakMGh2H1dF0zCykAtVOmg",,,,,
"West Chester University Camps (Swim)","wcupa.edu","jrudisill@wcupa.edu","700 South High St","West Chester","PA",19383,"610-436-1000","The philosophy of the WCU Swimming Lessons program is to aggressively and lovingly build confidence by helping the nonswimmer confront fear head-on. One major goal is for the nonswimmer to eventually be comfortable around and then to enjoy the water. Results will be the first priority.  The swimming lessons will be conducted at the Graham Natatorium located adjacent to John A. Farrell Football Stadium on WCU's South Campus.",4,18,"Yes","No","No","Swimming",,,,,,,,,200,"Per_session","Active","N/A","N/A","http://www.wcupagoldenrams.com/custompages/headers/header_home3.jpg","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTFX5zIixzPqWfoTEPRG-p14iDdx7DuQ-Ax6wWHGuL3gf5-px7X","Graham Natatorium",,,,
"Dennis Franchione Football Camp","txstate.edu","rv15@txstate.edu","601 University Drive","San Marcos","TX","78666-4684","512-245-2587","Texas State University offers many sports camps. Our football camp is directed by Head Football Coach, Dennis Franchione. We offer camps and mini camps that are available for teens grades 9 thru 12.",14,18,"No","Yes","No","Football",,,,,,,,,40,"Per_class","Active","N/A","N/A","http://www.txstatebobcats.com/images/topnav_logo.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjmMj7BQOIejwNb8zD7DUWAEUy-V4TjqnHziwtk-kgLZZ5Yuru",,,,,
"Trysting Tree Golf Club","trystingtree.com","thetree@peak.org","34028 Electric Road","Corvallis","OR",97333,"541-752-3332","Trysting Tree Golf Club offeres a fun-filled program that covers full swing technique, putting, chipping, and on-course experience. Everything needed to get started right! All classes are instructed by PGA professional Bob Janes. Classes are offered to ages 8-17.",8,17,"Yes","No","No","Golf",,,,,,,,,48,"Per_session","Active","https://www.facebook.com/trystingtree?fref=ts","No","http://trysting.foreupweb.com/wp-content/uploads/2013/05/trysting-tree-logo-topbottom-e1367539264944.png","https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTy-8ugSNB0mZFuIfIwt9tUneLhoFuBV8Pomul0pzTRnynK_BUMvw",,,,,
"San Juan Hills Golf Club","www.sanjuanhillsgolf.com","golfreflex@aol.com","32120 San Juan Creek Rd","San Juan Capistrano","CA",92675,"949-280-7506","Our Junior Golf programs are very popular, especially during the summer season. Under the leadership of PGA Golf Professional Larry Brotherton  we have two alternatives from which to choose; private lessons, or our fun-filled golf camp for ages 8-16.",8,16,"Yes","Yes","No","Golf",,,,,,,,,200,"Per_session","Phone or in person","https://www.facebook.com/SanJuanHillsGolfClub","Yes","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xaf1/v/t1.0-1/p160x160/426938_10150736962344623_560331126_n.jpg?oh=9fa364ed8495569da2883c2d6413c71a&oe=54D25C21&__gda__=1427529652_b0e92f90e1b1ffc8d1944e07150d8777","http://www.sanjuanhillsgolf.com/golf/proto/sanjuanhillsgolf/images/design/junior01.jpg",,,,,
"UAB Baseball","www.uabsports.com",,,,,,,"UAB Blazers are pleased to offer numerous sports camps, including baseball. Campers ages 8-18 are invited to our Early Bird Baseball camps to strengthen their skills and learn how to be a team player. Learn skills in all areas of the game, including batting, catching, infield and pitching.",8,18,"No","Yes","No","Baseball",,,,,,,,,75,"Per_session","Active","https://www.facebook.com/UAB.Blazers","Yes","http://grfx.cstv.com/schools/albr/graphics/albr-14-mast-middle.png","https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcToXqNrrx5P995KQnuvpdwtYS-vivRnJEwprLA2v2K_91sqjDd6","Young Memorial Field",,,,
"City Sculpting","citysculpting.com","vanessa@citysculpting.com","311 Albemarle Rd","Brooklyn","NY",11218,"646-221-8450","City Sculpting is a creative visual arts children's program with a specialized focus on sculpture. City Sculpting Summer Program will explore countless ways of making, building, and casting all sorts of sculptural creations. We will use life casting to inspire projects around the theme of self-portraits. We will make exotic clay creations inspired from African and Mexican masks. Children will learn to weave, bead and make endless crafty creations. Not to mention, paper mache, mosaics, print making, water colors and basic life and fantasy drawing. Children build on projects one day at a time, expanding their technical skills and creative realms. Older children are challenged with more advanced projects and techniques. Many children come back for a second week and return with friends to our program every year. Age range 5 to 14.",5,14,"Yes","Yes","No","Sculpture",,,,,,,,,450,"Per_session","Active","https://www.facebook.com/citysculptingartcamp","No","http://citysculpting.com/images/citysculpting-logo-new.png",,,,,,
"Fantastic Magic Camp","magiccamp.com","peter@magiccamp.com","6001 Airport Blvd","Austin","TX",78752,"512-709-8060","Fantastic Magic Camp – Teaching life skills and confidence through magic, juggling, and puppets to kids ages 5 through 12 in Austin, TX since 1993. Every day at Fantastic Magic Camp is filled with fun, adventure and discoveries. We offer year round camps!",5,12,"No","Yes","No","Performing Arts","Puppetry",,,,,,,,275,"Per_week","Active","https://www.facebook.com/magiccamp","No","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xfa1/v/t1.0-1/p160x160/396539_10150627720915452_647879029_n.jpg?oh=512914c444c5f2bb914a3abb3dcb9254&oe=55101108&__gda__=1424052147_18b81396f837ebe3a659d7c62bca82e8","https://scontent-a.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/1014154_10151791916385452_443711039_n.jpg?oh=6ee7a756e6cfb4f617ac5762e5e939fd&oe=54DFB5EB",,,,,
"Dave Rice Basketball Camp","http://www.davericebasketballcamp.com/","christin.downing@unlv.edu","4505 S. Maryland Pkwy.","Las Vegas","NV",89154,"702-895-3295","Come join Head Coach Dave Rice and his staff for the UNLV Runnin' Rebel Basketball camps.  Our individual day camp is designed to be a fun experience for campers where they can learn and develop in all areas of basketball. Our camp involves skill development drills, competitions, 5v5 games, guest lectures and much more!",8,18,"No","Yes","No","Basketball",,,,,,,,,120,"Per_session","Active","https://www.facebook.com/UNLVRunninRebelBasketball?ref=ts&fref=ts","Yes","http://www.davericebasketballcamp.com/Assets/UNLV+Men$!27s+Basketball+Digital+Assets/Banner.jpg","http://www.davericebasketballcamp.com/Assets/UNLV+Men$!27s+Basketball+Digital+Assets/Group+Shot.jpg","Mendenhall Center, UNLV",,,,
"Saint Mary's Athletic Camps","http://www.stmarys-ca.edu/athletics/summer-camps","smccamps@stmarys-ca.edu","1928 Saint Mary's Road","Moraga","CA",94575,"925-631-4386","You don’t need to wait until college to play on a NCAA Division-I basketball court or baseball diamond. You don’t even need to be an SMC student to work with some of the best collegiate coaches in the country. All you have to do is register for the Saint Mary’s athletic summer camps to live and play like a Gael.  Since 1970, children between the ages of 6-18 have visited campus to attend baseball, basketball, golf, lacrosse, soccer, softball, tennis, and volleyball camps.",6,18,"No","Yes","No","Multisport","Baseball","Basketball","Volleyball","Soccer","Lacrosse","Tennis","Track and Field","Softball",110,"Per_session","Active","https://www.facebook.com/stmarysca","Yes","http://www.stmarys-ca.edu/sites/all/themes/custom/smc/images/logo.png","https://scontent-b.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/302141_10150315060624915_1780006938_n.jpg?oh=1d68733bffdb5bdf8ab353415603e4db&oe=54D47899",,,,,
"Kids of Summer Long Island","http://kidsofsummerli.com/summer-softball-camp/","KidsofSummer@gmail.com","627 Arcadian Ave","Valley Stream","NY",11580,"917-572-2423","Kids Of Summer Long Island Softball and Baseball camps are a fun way for kids ages 6-17 to learn the game of ball in a fun and spirted enviorment. The camp will be held at the beautiful Mitchell Field Athletic Complex located in the heart of Nassau County. Wtih 9 outdoor fields, multiple indoor training facilities, and a brand new state of the art college stadium the camp is great for kids just begining their careers as well as the more comptetive high school players. We also offer holiday and off season camps.",6,17,"No","Yes","No","Baseball","Softball",,,,,,,,699,"Per_session","Active","https://www.facebook.com/kidsofsummer","No","http://kidsofsummerli.com/wp-content/uploads/2014/08/web_logo_aug2.png","https://scontent-a.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/10552355_1539545389601978_8698460048420086626_n.jpg?oh=7902a8a2915f7d5d5dfb7ec3fc42c4f9&oe=54DEE30E",,,,,
"Henry Vilas Zoo","www.vilaszoo.org","alison@vilaszoo.org","702 S Randall Ave","Madison","WI",53715,"608-266-4732","Summer Zoo School is a fun way to spend the summer! Each Zoo School class will experience a course curriculum specifically designed to meet the needs, interests, and expectations appropriate to their age and developmental stage. We offer classes for ages 3 and up!",3,18,"Yes","No","No","Animals","Nature Programs",,,,,,,,45,"Per_session","Active","https://www.facebook.com/HenryVilasZoo?ref=ts","Yes","http://www.vilaszoo.org/images-local/spacer.gif","http://www.vilaszoo.org/uploads/images/53339_Zoo_School.jpg",,,,,
"DuPage Children's Museum","dupagechildrensmuseum.org","regadmin3@dupagechildrensmuseum.org","301 North Washington Street","Napervielle","IL",60540,"630-637-8000","Our purpose at the DuPage Children's Museum is to provide open-ended, interactive learning experiences for young children focusing on math, science and art and where they intersect. We offer many programs for kids, including camps, school classes and creativity classes. Engage and encourage young minds with our camp offerings! Bring your curiosity and sense of wonder as you join Museum educators for fun activities, games, crafts, and other hands-on projects that explore the arts, science, and math. DCM offers Spring Break Camps, Summer Camps, and Winter Break Camps for all ages!",1.5,12,"Yes","Yes","No","Academics","Creative Arts","Science/Technology","Math",,,,,,14,"Per_class","Active","https://www.facebook.com/DCMFanPage","Yes","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xap1/v/t1.0-1/p160x160/734921_10151645856252907_1944320805_n.jpg?oh=ba77b6188da8ed7d59002ef26ae66f39&oe=550EDD04&__gda__=1423939364_f3374053e8777c75bcca218910bc44d6","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xpf1/v/t1.0-9/10270305_10153354866277907_5760117274882635987_n.jpg?oh=0a7312951eb8b79ca2de57cb22d7cad7&oe=5519E73D&__gda__=1428021826_3572e345a49a64fad90c503f29374722",,,,,
"Islanders Soccer Camp","tamucc.edu","samantha.larson@tamucc.edu","6300 Ocean Dr.","Corpus Christi","TX",78412,"361-825-3726","Islanders Soccer Youth Clinic at the Dr. Jack Dugan Soccer and Track stadium is open to all boys and girls ages 5-12 that are interested in soccer or simply want to have fun. Come out and enjoy two evenings of fun with our current Islanders Soccer Girls! It will focus on technical training including coervers, dribbling/foot skills, passing & receiving, shooting, and defending. You can also expect games incorporating those skills and scrimmages!",5,20,"No","Yes","No","Soccer",,,,,,,,,55,"Per_session","Active","https://www.facebook.com/islanduniversity","Yes","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xpa1/v/t1.0-1/p160x160/535156_10151444906645343_968054511_n.jpg?oh=635f483aca9fb520915a45e89c67b5ee&oe=551B9FD3&__gda__=1423767301_69c16c8ab8cb103152283c528e4065c8","http://everitas.rmcclub.ca/wp-content/uploads/2009/08/soccer-011c.jpg","Dugan Family Soccer & Track Stadium",,,,
"University of Missouri Diving","http://www.mutigers.com/camps/","amygmckenzie@gmail.com",,,,,"(573) 356-9398",,,,"No","Yes","No","Water Sports",,,,,,,,,,,"Active","https://www.facebook.com/MizzouSwimDive","No","http://grfx.cstv.com/schools/miss/graphics/miss-14-logo.png","https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/1511265_564548496962912_154230419_n.jpg?oh=596f3cd5f3f106e12b76840dc6d7fb4c&oe=54E139A7&__gda__=1423201094_e3c08eeb261f252d5ff372c67ed9cc2a",,,,,"No other info on site or Active"
"Eastern Michigan Men's Basketball","emich.edu","vsun@emich.edu","799 N. Hewitt Rd.","Ypsilanti","MI",48197,"734-487-4263","Eastern Michigan University annually sponsors summer youth camps for the sports of baseball, football, basketball, soccer, softball, volleyball, tennis and wrestling. All EMU Camps and Clinics are open to any and all entrants who meet the appropriate age, gender, or grade requirement for the specific camp or clinic.",,,"No","Yes","No","Basketball",,,,,,,,,,,"Active","https://www.facebook.com/pages/Eastern-Michigan-Eagles-mens-basketball/112061328810625","N/A","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQC8Rnlst11pJnuv&w=316&h=312&url=http%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fen%2Fe%2Fe5%2FEmu_seal.GIF","http://bit.ly/1iA9mbF",,,,,"No pricing info on site or Active"
"Black Rock Forest Consortium","www.blackrockforest.org","adamfangman@outlook.com","65 Reservoir Road","Cornwall","NY",12518,"859-371-8255","Every summer, Black Rock Forest Consortium welcomes middle and high school students to Summer Science Camp to pursue authentic, week-long experiences in nature, working directly with scientists. The camp's focus is on understanding nature through scientific observation and investigation. Classes are developed and taught by subject experts from throughout the Consortium, providing an opportunity to explore college and career possibilities in the natural sciences while having fun at Black Rock Forest, in Cornwall, NY, or at a sister biological field station on Seahorse Key in Florida’s Cedar Keys National Wildlife Refuge.",12,18,"Yes","Yes","No","Academics","Adventure/Outdoors","Nature Programs","Environmental","Sports",,,,,,,"Active","https://www.facebook.com/pages/Black-Rock-Forest-Consortium/163206787037060","No","http://blackrock.ias-drupal7-test.cc.columbia.edu/sites/all/themes/ias/blackrock/logo.png","http://blackrock.ias-drupal7-test.cc.columbia.edu/files/blackrock/content/Boy%20with%20frog%20and%20blue%20nets.jpg",,,,,"No pricing info on site or Active"
