"provider_name","website","email","street_address","city","Zipcode","phone","description","state","from_age","to_age","has_class","has_camp","has_birthday_party","activity type","activity type (if additional type is listed, select from the menu)","activity type (if additional type is listed, select from the menu)","Activity Type (not in the drop down list/choose from the list here: http://www.activityhero.com/in/san-jose-ca/categories)","Starting price","price_type (values - ""per_class"", ""per_session"" , ""per_month"", ""per_hour"", ""per_day"", ""per_week"", ""per_year"", ""per_season"")","Registration Type  (online, web form, pdf)","Facebook page","Over 500 likes on FB (y/n)","logo_url","photo_url"
"Premier Martial Arts Academy","http://kaizenpasadena.com/wsp_images/img_0055__3____2013_03_07_at_06_19_25.jpg",,"4440 Shasta Dam Blvd.","Shasta Lake",96019,"(530) 275-3938","At Premier Martial Arts Academy (PMAA) we strive to bring the best in martial arts training with over 85 years of combined martial arts experience. Family owned and operated by United States Martial Arts Hall of Fame Inductees, Premier Martial Arts Academy is dedicated to promoting excellence. Our goal is to provide our students with the necessary tools to help them overcome any obstacle they may encounter in the ring, street or classroom. We offer our students a variety of classes which include: Boxing, Muay Thai, Doce Pares, and Submission Wrestling. In addition, we offer a Young Champions Program which we have carefully designed for kids ages 5-12. PMAA is community driven, minded and spirited in the growth of young hearts and minds. Located in the City of Shasta Lake, CA; Premier Martial Arts Academy is home to many families throughout Shasta County and the greater Northern California region. We consider our students family and no one at PMAA stands alone. Whatever your reasons, fitness or self defense, Premier Martial Arts Academy is here and our doors are open.","CA",5,99,"yes",,,"Martial Arts",,,,,,"web form, phone, email",,,,
"US Muy Thai","http://us-muaythai.com/index.html","info@us-muaythai.com","338 N Vermont Ave","Los Angeles",90004,"(323) 667-0966","On a physical level regular Muay Thai training will give you a well-proportioned physique, build stamina and get you in excellent shape.","CA",,,"yes",,,"Martial Arts",,,,150,"per_month","phone, email","https://www.facebook.com/usmuaythaivermont/timeline","no","https://scontent-b-ord.xx.fbcdn.net/hphotos-xfp1/v/l/t1.0-9/10678823_737248956324982_5124772931551592272_n.jpg?oh=c13892ba37b90c0a2c19d2b948e4bb56&oe=5519AF46","https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/10698557_737248756325002_2724915708154388712_n.jpg?oh=ef9d570f758e201cb4c1a88a152e0653&oe=550E876C&__gda__=1423363248_1cd8e4265f43d36fb304aa1a1b4b75cd"
"Young S. Kim's Family Martial Arts Center","http://taekwondohapkidojdr.com/","nfo@taekwondohapkidojdr.com","1201 Paseo Magda","Chula Vista",91910,"(619) 421-8805","Welcome to our center. It is our pleasure to help you find the benefits of Martial Arts training in your life. Unlike the movie-based stereotype, Martial Arts does not revolve around fighting, but is a discipline and a way of life. It enables people of all ages to reach their full potential, both physically and mentaly. At our center, we teach two Korean styles of Martial Arts, Taekwondo and Hapkido, in an organized curriculum and with a caring, enthusiastic attitude. Our center is headed by Grandmaster Young S.Kim, a 9th degree black belt in Taekwondo and Hapkido with over 40 years of teaching experience. Classes are taught personally by Grandmaster Young S. Kim and a staff of trained instructors in a safe and fun environment.The lessons are designed to not only keep you fit, but also to emphasize discipline, respect, teamwork and attitude. Our teaching methods in self-defense are not geared for attack, but for the development of self-control and confidence to improve the ""inner"" self. We invite you to join us in the journey towards black belt excellence.","CA",4,99,"yes",,,"Martial Arts",,,,,,"phone, email",,,,
"Ernie Reyes West Coast World Martial Arts","http://martialartsstockton.com/","Randy.ott@gmail.com","7147 Pacific Ave","Stockton",95207,"(209) 462-2998","At Ernie Reyes West Coast World Martial Arts, we are committed: To motivate people to achieve their goals and maintain a healthy lifestyle in an exciting and challenging environment. Ernie Reyes West Coast World Martial Arts offers a variety of Training Programs, store for purchasing of uniforms and training gear, and See Our Media Gallery through our Members Area. For more specific information about Ernie Reyes West Coast World Martial Arts please visit School Instructors pages, or Contact Us directly. Although we honor Martial Arts traditions that go back centuries, we are dynamic and are constantly seeking new and innovative ways to enthuse and excite our students.","CA",,,"yes",,,"Martial Arts",,,,,,"web form, phone,email","https://www.facebook.com/WCMA.Stockton/timeline","no","https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/p417x417/10639571_769002173160520_5734362812227225512_n.png?oh=c9f0047191cc80007a97dd6878727964&oe=54D78182&__gda__=1427082972_5e474aa63e0591c01f955ee7524ae162","https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/10177498_703577246369680_1949280757046733726_n.jpg?oh=71efb0b4d93d60f707997a8700592e07&oe=55013F6E&__gda__=1426058727_c2ff3369f1ccb97b5367bbcc7ed7d091"
"Modesto Grappling Club","http://www.modestograpplingclub.com","Hunnell@modestograpplingclub.com","1717 Sylvan Ave","Modesto",95355,"(209) 277-5874","Our goal at the Modesto Grappling Club is to offer competitive classes in Grappling, in a fun, safe and friendly environment.  Grappling, also known as Submission Wrestling, is a mixture of various wrestling styles Collegiate Wrestling, Judo, Brazilian Jiu-Jitsu and Sombo).  The goal of the sport is to obtain a submission hold on your opponent using such techniques as chokes, arm-bars, leg-locks, etc.","CA",12,99,"yes",,,"Martial Arts",,,,,,"web form, phone, email","https://www.facebook.com/pages/Modesto-Grappling-Club/174705992556464","no","https://scontent-a-ord.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/10411802_984958728197849_1456380567386552509_n.jpg?oh=78a55496e37d3130df61e7017c13c5b4&oe=55049DC4","https://scontent-a-ord.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/1461136_989930651033990_8663975357269847552_n.jpg?oh=728fca5097aa07950e6901645735408b&oe=551E9478"
"99 Martial Arts Center","http://www.99martialarts.com/","99martialart@gmail.com","36 W. Live Oak Ave","Arcadia",91007,"(626) 215-7970","99 Martial Arts Center is a world-class Kung Fu/Wushu institution that can turn you into a top martial artist. Here at 99 MAC, you will receive the finest instruction in authentic Chinese Kung Fu/Wushu. Our coaches are internationally recognized for their exceptionally high level of attainment in the art and for their many years of experience as top-level coaches here in the US . Our Coaches have won countless national and international champion in the past in Canada , and the United States . They are ready to create their next lineage of students skilled in the traditions of Chinese Martial Arts. It is our goal at 99 Martial Arts Center to preserve and increase awareness of our Kung Fu tradition and to share with the community the values and benefits of Chinese Martial Arts. As such, we provide classes in authentic Chinese Kung Fu within a comprehensive and extensive program for men, women, and children of all ages and initial skill levels. Our goal here at the Center to help boost your children's confidence, learn respect and self-defense. We actively take our children out to local competition and have won countless medals. Many students have graduated and excelled in their lives after the training. Some of them have been accepted by top universities, with the benefits of the trainings they learned at the Center.","CA",4,99,"yes",,,"Martial Arts",,,"Chinese Culture",,,"web form, phone, email","https://www.facebook.com/99martialarts?fref=ts","no","http://www.99martialarts.com/uploads/9/7/0/2/9702003/3318433_orig.jpg","https://scontent-a-ord.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/64340_10151326560396277_674868537_n.jpg?oh=08653bce867141b2d85cb9564157f150&oe=550D9EC0"
"Family Martial Arts Center","http://www.fmackick.com/","fmackickinfo@gmail.com","24301 Muirlands Blvd., Ste. I","Lake Forest",92630,"(949) 457-6127","Family Martial Arts Center is located in Lake Forest, California and was created fifteen years ago by Grand Master Michael Kim and Master Monica Kim. They both combine more than 60 years of experience teaching martial arts in the United States and Korea and are certified instructors in Taekwondo, Hapkido and Kumdo. Their school mission is to help their students to learn the traditional values of Korean martial arts in a structured yet fun environment, and better themselves every day in their practice and their lives.","CA",3,99,"yes",,,"Martial Arts",,,,,,"web form, phone, email","https://www.facebook.com/pages/Family-Martial-Arts-Center-Inc/1488121081471003","no","https://scontent-a-ord.xx.fbcdn.net/hphotos-xap1/t31.0-8/10359041_1488122894804155_6765375948418966759_o.jpg","https://scontent-b-ord.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/10426814_1488125444803900_6776034167595371632_n.jpg?oh=261c9c782a4c7ab533698d581464ee18&oe=551AC9A4"
"Blue Lake Aikido","http://www.bluelakeaikido.org","BlueLakeAikido@sbcglobal.net","1233 Apache Ave","South Lake Tahoe",96150,"(530) 544-0202","Blue Lake Aikido strives to spread the physical and philosophical teachings of the founder of Aikido, Morihei Ueshiba. He believed, and the owners of Blue Lake Aikido believe, that world peace will come about when violence is eliminated. By chosing active non-violence and self-responsibility, students of Blue Lake Aikido will become part of this vision of world peace. We strive together to bring love and light into the world. The Mission of the Blue Lake Aikido Dojo is to create a large community of self-responsible children and adults committed to the practice of Aikido as the Budo that Morihei Ueshiba O'Sensei envisioned for the world.","CA",5,99,"yes",,,"Martial Arts",,,,75,"per_month","phone, email","https://www.facebook.com/pages/Blue-Lake-Aikido/118397071508991?fref=ts","no","https://scontent-a-ord.xx.fbcdn.net/hphotos-prn2/v/t1.0-9/557095_483911491624212_1988856689_n.jpg?oh=c0f3ee2c369866bba5e1310d22eb3952&oe=55002515","https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/10387308_944043692277654_2111598730469267575_n.jpg?oh=656ca77d3d39df07b2a99e8d38575721&oe=54D411DA&__gda__=1426401619_e36026752562caa1c49b8dbc3525c416"
"International Martial Arts Center","http://www.intlmac.com",,"6088 Ball Rd.","Buena Park",90620,"(714) 826-1575","IMAC Matial Arts is the best academy in the area bar none. No one else can deliver top notch instruction in so many disciplines of martial arts. We have been serving this area since 2002 and have a 3000 sq. ft. state of the art training facility. We welcome everyone to our facility, from the novice with absolutely no training to the season pro’s. We are a family oriented full service self-defense school and fitness center. We offer an unparalleled character enrichment program for children as well as Women’s self defense and Fitness Classes. Our Buena Park, serving Cypress CA martial arts facility is a family friendly academy that offers clean and safe atmosphere. We believe that trained correctly, martial arts are a safe, challenging way to improve your physical and mental being.","CA",3,99,"yes",,"yes","Martial Arts",,,,,,"phone, email","https://www.facebook.com/imacmma/timeline","no","http://www.intlmac.com/images/panels/buena-park-kids-martial-arts.png","https://scontent-b-ord.xx.fbcdn.net/hphotos-frc3/v/t1.0-9/252673_10151334049829404_957720663_n.jpg?oh=c70c9b1c176f4add0569fde51f764115&oe=54D2175B"
"National Taekwondo Academy","http://www.nationaltaekwondoacademy.com/",,"831 Via Suerte, Ste.103","San Clemente",92673,"(949) 361-2050","San Clemente's premiere martial arts studio.  Serving all of South Orange County.  We offer Taekwondo classes for all ages as well as cardio kickboxing.  Our qualified staff provides exceptional instruction in a safe and fun environment.","CA",3,99,"yes","yes","yes","Martial Arts",,,,49.95,"per_3 weeks","web form, phone","https://www.facebook.com/pages/National-Taekwondo-Academy-San-Clemente/614163515268044?sk=timeline","no","https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/p417x417/1623677_954836514534074_6601787013660702680_n.jpg?oh=8675b62024d133f06f7917fcbf40b974&oe=550580A1&__gda__=1426938308_df49db30ed90484be7840d7268a3a94f","https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/1491700_954832587867800_5793220473935872092_n.jpg?oh=ae1c59129ed8853b2fd332cef3d62dd5&oe=550C939E&__gda__=1426042531_6612ca9e297990883c045116a9e46b6f"
"Five Claw Martial Arts","http://fiveclaw-mma.com/","info@fiveclaw-mma.com","14317 Mono Way, Ste. A1","Sonora",95370,"(209) 532-6306","At Five Claw Martial Arts, we teach a wide range of students of all ages and abilities.  We individualize the instruction for each student to meet his or her unique goal—whether it be to learn a self-defense art, increase physical fitness, or train as an MMA fighter. We take your training as seriously as you do.","CA",3,99,"yes","yes",,"Martial Arts",,,,,,"phone, email",,,,"http://fiveclaw.org/sites/default/files/photos/image_1/kidsbelt_web.jpg"
"Alliance Krav Maga Crossfit","http://allianceculvercity.com/","info@allianceculvercity.com","9000 W Washington Blvd","Culver City",90232,"(310) 558-8400","Alliance Krav Maga & CrossFit is Los Angeles' premier facility for functional fitness and practical self-defense. We are the home of the Krav Maga Alliance, teaching self-defense to civilians, military, and law enforcement. We are also CrossFit Culver City, one of the biggest, longest running CrossFit programs in the city. In addition to Krav Maga and CrossFit, we also offer our exclusive StrikeFit™ kickboxing cardio classes, Brazilian Jiu-Jitsu, Kettle Bell classes, Olympic weightlifting classes, and much more! Contact us for a free trial class, and come on in to see for yourself what all the great reviews are saying!","CA",6,99,"yes","yes",,"Martial Arts",,,,99,"per_month","online, phone, email","https://www.facebook.com/AllianceKravMagaCrossfit?fref=ts","yes","http://allianceculvercity.com/wp-content/uploads/2014/09/Next-Gen-HP-Image.jpg","https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/10464026_316046808551437_3117518518712872740_n.jpg?oh=9e3cdd0a851d4235b203ed5a0ffc7937&oe=54D4795E&__gda__=1427033047_5aefccd9c102f294e35f1823e9158c9c"
"American Kenpo Jiu Jitsu Academy","http://www.americankenpojiujitsu.com/FreeMartialArts/programs-in-woodland-hills","info@americankenpojiujitsu.com","20929 Ventura Blvd Ste. 26","Woodland Hills",91364,"(818) 992-6610","The American Kenpo Jiu Jitsu Academy in Woodland Hills opened in 1990. For over two decades, The Center has been a Martial Arts Education icon in the San Fernando Valley.","CA",4,99,"yes",,,"Martial Arts",,,,,,"web form, phone, email","https://www.facebook.com/AKJJAcademy/timeline","yes","https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/10584011_705820346120138_4317092109218447641_n.jpg?oh=406e08afdfe89da926e163c60f78b595&oe=550913F4&__gda__=1423028776_32fe7ffbac38f3bf2fb6a71fcfd718d6","https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-ash2/v/t1.0-9/1475855_595938580441649_1618139367_n.jpg?oh=1809c544cf5556d8361da756bd3d50c8&oe=55149BA3&__gda__=1423094513_8956957adfca70b80680ca91e6f6b611"
"All In MMA","http://www.allinmma.com/","allinmma@gmail.com","6161 Lincoln Ave","Buena Park",90620,"(714) 236-5111","Providing World Class Mixed Martial Arts instruction in the City of Buena Park.  Fantastic classes for Adults and Children alike.  Become a PRO, or get in shape.  We have it all.","CA",,,"yes",,,"Martial Arts",,,,99,"per_9 weeks","web for, phone, email","https://www.facebook.com/pages/All-In-MMA/103545486378084?sk=timeline","yes","https://scontent-b-ord.xx.fbcdn.net/hphotos-prn2/v/t1.0-9/556139_349727628426534_1170831262_n.jpg?oh=3304a1dfb016d1b99d3ac2fe0cc1989b&oe=5505FD72","https://scontent-b-ord.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/10462763_725580524174574_566874148803935291_n.jpg?oh=478b9235576f430b56be45765dca1392&oe=550E5F70"
"Iomasda Karate","http://www.iomasdakaratesf.com/","iomasda_sf@yahoo.com","3572 20th St","San Francisco",94110,"(415) 824.9369","The IOMASDA studio will help you develop your individual talents fusing age old techniques, with modern self-defense and health understanding. Sensei Reed uses physics and step by step development to clearly demonstrate and teach his unique system. It is the mission of the Iron Octopus Martial Arts Survival Defense Academy to work with dedication in order for you and your loved ones to reach their fullest potential - mentally, physically, socially, academically, [and] emotionally - by teaching all the essential survival skills.","CA",3,99,"yes",,,"Martial Arts",,,,249.99,"per_3 months","web form, phone, email","https://www.facebook.com/iomasda.sf/timeline","no","http://www.iomasdakaratesf.com/oct-3color1.png","https://scontent-b-ord.xx.fbcdn.net/hphotos-ash2/v/l/t1.0-9/1474384_683038131721060_1453137879_n.jpg?oh=06de416d66ed3ee9ef3e64b7133138b5&oe=550C9677"
"NKD Martial Arts","http://nihonkaratedo.net","NKDMA@yahoo.com","501W Commonwealth Ave","Fullerton",92832,"(714) 626-0904","Our classes are taught in a family-oriented atmosphere that provides individualized attention and positive self-esteem. Our program is designed to help children and adults achieve their goals in life.","CA",3,99,"yes",,,"Martial Arts",,,,,,"web form, phone, email","https://www.facebook.com/pages/NKD-Martial-Arts/129139980495274?sk=timeline","yes","http://nihonkaratedo.net/images/NKD_title.png","https://farm4.staticflickr.com/3895/14824480070_1964069ab2_z.jpg"
"Sennin Foundation","http://www.senninfoundation.com/","hedavey@aol.com","1053 San Pablo Ave","Albany",94706,"(510) 526-7518","The Sennin Foundation Center for Japanese Cultural Arts has been offering instruction in traditional Japanese arts under experienced, certified teachers since 1981. Established in California by H. E. Davey Sensei, it presents separate training in Japanese systems of yoga, healing arts, martial arts, and fine arts. Ongoing classes are available to people of all ages and levels of health, including classes for children ages five and up. Members of the Sennin Foundation Center have access to the rich traditions of Japan's cultural arts through practice in the group's classical dojo (literally, ""training hall of the Way""). Much more than simply a school or studio, an authentic dojo is a gateway into the timeless realm of Asian art and personal development, allowing members of the Sennin Foundation Center to realize vibrant well-being and longevity. In fact, the word ""Sennin"" describes the ancient Japanese equivalent of a yogi. The Sennin were known for their high degree of enlightenment, splendid health, and according to some ancient myths, their ability to attain immortality. This same emphasis on spiritual realization and physical fitness is stressed by the Sennin Foundation, thus the use of the term Sennin.","CA",,,"yes",,,"Martial Arts","Yoga",,"Meditation",,,"phone, email","https://www.facebook.com/SenninFoundation?fref=ts","yes","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/1472046_691942210825584_2019305538_n.jpg?oh=a69c495353f10b5f3ea30b47423461bf&oe=550396C1&__gda__=1427294482_cf0d1ffafb842f1d475905b7a1041865","https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-prn2/v/t1.0-9/540366_391704824182659_1657949976_n.jpg?oh=e2a5d9d199b229fe3f37dedf328035ff&oe=551AABC2&__gda__=1427082388_40cf19cafc9eeafab81c2da78a56c773"
"Nemuri Kuma Jujitsu","http://www.nemurikuma.com/","sensei@nemurikuma.com","4711 Whitney Ave.","Carmichael",95608,"(916) 300-5257","Nemuri Kuma Jujitsu and Fitness is the premier Danzan Ryu Jujitsu dojo in Northern Sacramento. Danzan Ryu Jujitsu is the most widely practiced form of traditional jujitsu in the United States.","CA",4,99,"yes","yes",,"Martial Arts",,,,80,"per_month","phone, email","https://www.facebook.com/pages/Nemuri-Kuma-Jujitsu/162731890485561?sk=timeline","no","https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/321515_183489345076482_1499506698_n.jpg?oh=32e3a3aa2504eb1b49d70ab440688295&oe=5514506C&__gda__=1427262653_ae9db38ec08e85a63450f6ecdabe463d","http://www.nemurikuma.com/nko7.jpg"
"Z-Ultimate Self Defense Studios","http://zultimate.com/locations/carlsbad","Carlsbad@zultimate.com","2624 El Camino Real Ste C","Carlsbad",92008,"(760) 729-1138","Z-Ultimate Self Defense Studios, LLC – ZUSDS – is a part of a family of martial arts companies formed with one goal in mind – to provide “Z-Ultimate” martial arts experience for students and their families by providing life changing and character building experiences through world-class personalized martial arts instruction. It is the largest martial arts company of its kind, with locations in the Midwest and on the West Coast. What is unique about Z-USDS – besides it’s Dynamic Mastery Method™ of instruction – is that it is NOT just an association or license, where any martial artist can pay a small fee and use the rights to the logo and attain certification. There are many such organizations that boast 
hundreds, even thousands of members with this model. With a philosophy of leadership that teaches, “Be a product of what you represent”, every single staff and support member of the Z-USDS family are martial artists and train actively. By doing so, we never are “out of touch” with what is happening in our locations because we are students, too.","CA",3,99,"yes",,,"Martial Arts",,,,,,"web form, phone, email","https://www.facebook.com/ZUltimateCarlsbad?fref=ts","no","https://scontent-b-ord.xx.fbcdn.net/hphotos-xfp1/t31.0-8/s960x960/10495283_836912042996567_5431867145406471601_o.jpg","http://zultimate.com/wp-content/uploads/2014/05/Martial-Arts.jpg"
"Traditional Martial Arts Center","http://www.tmac-sd.com/","tmacsd@san.rr.com","7835 Highland Village Place, Ste. D104","San Diego",92129,"(858) 232-2631","Our San Diego Dojo (school) is dedicated to the teaching of Traditional Martial Arts (Budo) in its original, pure form. Budo (Martial Art) is made up of the two words Bu –martial (fighting or self-defense) and Do – the way or path. Bu is the real, practical application of the art and the Do is the mental and spiritual path that the training will take you on. The benefits of learning budo are many. However, the path is a long one and many groups are trying to create a shortcut. There are no ‘shortcuts’ in real Traditional Martial Arts – the path is long because that is the only way to reap the benefits.Budo is a treasure of human culture that has been handed down through hundreds of years as a priceless heritage. This valuable body of knowledge shows us the way to seek perfection of self through physical, mental and spiritual training. It is our responsibility to protect and preserve Budo for future generations.","CA",3,99,"yes",,,"Martial Arts",,,,,,"phone, email","https://www.facebook.com/tmac.sandiego/timeline","no","https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-prn2/v/t1.0-9/563584_10150717289358670_145482162_n.jpg?oh=edf414dddb8c0afae3cdc56d32230cce&oe=54D53795&__gda__=1427803199_9daeaf55d61f952a79d09ea179781c33","https://scontent-a-ord.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/10418995_10152778593483670_3546136967404090865_n.jpg?oh=9169b8fadeed01c648cb4dd587a78bba&oe=550225E8"
"Shambhala Martial Arts","http://www.shambhalamartialarts.com/",,"203 West Imperial Hwy, Ste. A","Brea",92821,"(714) 256-2000","Shambhala Martial Arts is located in Brea, California, and has been serving the communities of North Orange County since 1995.Our students gather to our Dojang from nearby communities including Fullerton, Yorba Linda, La Habra and Placentia to practice self-defense and Tae Kwon Dofrom Master Yang, a fifth degree black belt. Shambhala students learn about respect and how to make life-enriching decisions that will stay with them through their lifetime.Shambhala Masters dedicate their lives to more than just teaching their students to excel in self-protection. Shambhala Masters also dedicate their lives to continually gaining a greater understanding of the age old wisdom of Shambhala and to share this secret wisdom with their students.","CA",3,99,"yes",,"yes","Martial Arts",,,,10,"per_lesson","web form, phone",,,"http://www.shambhalamartialarts.com/site2011/wp-content/uploads/2011/04/shamma-slider-classroom1.jpg","http://www.shambhalamartialarts.com/site2011/wp-content/uploads/2011/04/shamma-slider-boardbreak.jpg"
"Taekwondo USA","http://tkdusawhittier.com","masterkim@tkdusawhittier.com","15035 Mulberry Dr.","Whittier",90604,"(562) 941-4171","Master Kim and his staff take great pride in the uniqueness and excellence that is TaeKwonDo USA. Established in 2001 and second to none, our school is affiliated with the World Taekwondo Federation (WTF), the American Taekwondo Union (ATU) and the California Taekwondo United (CTU). Taekwondo USA is the ultimate place to dedicate yourself to attaining your personal goals and accomplishments... Perhaps a Black Belt...all within a special community of fellow martial arts students. At TaeKwonDo USA, we are a family.","CA",,,"yes","yes",,"Martial Arts",,,,,,"web form, phone, email",,,"http://tkdusawhittier.com/Gallery/95/201207301018322.jpg","http://tkdusawhittier.com/Gallery/95/201207301018320.jpg"
"American Moo-Do Kwan","http://www.americanmoodokwan.com","sgr1220@aol.com","7821 Walker St.","La Palma",90623,"(562) 865-2724","Classes at the La Palma Community Center started in 2001 and has grown very large since the beginning. The training features an emphasis on personal growth. Students improve physical fitness, achieve mental alertness, reduce stress and gain a positive attitude. Classes consist of stretching, body conditioning, and self-defense techniques such as kicking, blocking, striking, and grappling. Our program is designed for all levels of athleticism and martial arts experience. The training encourages teamwork and personal responsibility in a safe, disciplined and respectful environment. Our training is appropriate for the age of the student and includes limited, controlled physical contact.","CA",5,99,,,,"Martial Arts",,,,,,"phone","https://www.facebook.com/AMK1972/timeline","no","https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/165026_10151456743200499_74270616_n.jpg?oh=5faa70138b68276660a55a1912347ce5&oe=55181CD7&__gda__=1427949918_0b0f46ffca40bf80efcb55b44753515f","https://scontent-a-ord.xx.fbcdn.net/hphotos-ash3/t31.0-8/10533901_10152740141000499_4526614000355185755_o.jpg"
"LA Tenri Judo Dojo","http://la-tenrijudo.com/","la.tenri.judo@gmail.com","129 N Saratoga St.","Los Angeles",90033,"(323) 261-3379","Tenri Judo is renowned for their many top-notch judo athletes such as Shinji Hosokawa, a Los Angeles Olympic gold medalist; Tadahiro Nomura, a three time Olympic gold medalist; and Shinichi Shinohara, who won the World Championship in two different weight classes and is the previous head coach of the Japan National Judo Team.The essence and characteristics of Tenri Judo is instilled here at the Los Angeles Tenri Dojo.  Tenri Dojo teaches the importance of developing a sound mind and body and refines the technique of “ippon”.","CA",6,99,"yes",,,"Martial Arts",,,,20,"per_month","web form, phone,email","https://www.facebook.com/pages/Los-Angeles-Tenri-Judo-Dojo/102801848678?sk=timeline","yes","https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/319913_10150359082738679_1047853341_n.jpg?oh=533bc9d4846150879e924b60e1daa1a3&oe=55030B74&__gda__=1428115711_f9e3871507483ed67bf22e56993e2056","https://scontent-b-ord.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/292106_10150291519188679_6591766_n.jpg?oh=6f030df8929672d8971c485c216b1f37&oe=54D2345A"
"Tiger's Tae Kwon Do","http://www.ilovetigerstaekwondo.com/","iLoveTigersTaeKwonDo@gmail.com","6448 Westminster Blvd.","Westminster",92683,"(714) 222-3903","The purpose of Tiger’s Tae Kwon Do is to develop an individual’s mental and physical well being through a highly stylized and deliberate method of rigorous martial arts training. The result of this training is an empowering sense of self-worth, and the ability to control one’s physical state and personal destiny. At Tiger’s Tae Kwon Do, our students come first. Our goal is to help each and every student achieve the many benefits that martial arts has to offer. At Tiger’s Tae Kwon Do, we are not only interested in fighting skills but also in the development of the person as a whole. These are the tools of everyday life; what you learn here, you can apply at home, at work and at school. Higher self-esteem, more confidence and better physical health are things you can use everyday and everywhere. The main goal at Tiger’s Tae Kwon Do is self-improvement. We set physical goals in Tae Kwon Do that challenge your inner self to carry you onward to achieve the goal of self-improvement. From the very beginning of training, self-control, confidence and self-discipline are stressed as the real goals of training.","CA",3,99,"yes","yes","yes","Martial Arts",,,,,,"phone, email",,,"http://www.ilovetigerstaekwondo.com/user_images/studiosmall.jpg",
"Red Tiger Kung Fu","http://redtigerkungfu.com","sifuron@redtigerkungfu.com","152 South State St","Hemet",92543,"(951) 490-1594","You will learn to defend against attackers with and without weapons. You will learn to defend against real-life modern day fighting styles and attacks. You will learn the foundational principles and forms of Kung Fu and using your attacker’s energy & motion against them. You will learn to react with your skills naturally and at lightning speed. you will learn Qigong and iron palm, you will learn to understand the word ""Honor"" and Inner peace. You will learn to be the""Calm of the Storm"".","CA",,,"yes",,,"Martial Arts",,,,85,"per_month","web form, phone, email",,,"http://redtigerkungfu.com/yahoo_site_admin/assets/images/1100.147214004_std.jpg","http://redtigerkungfu.com/yahoo_site_admin/assets/images/1415541_3466235270682_83176315_o.299150027_std.jpg"
"Chozen Martial Arts Academy","http://chozendojo.com/",,"670 W. Arrow Hwy","La Verne",91750,"(909) 599-7511","If you're searching for an exciting way to boost your child's confidence, fitness and self-discipline, you can trust Chozen San Dimas Karate to give you the results you seek!","CA",3,99,"yes",,"yes","Martial Arts",,,,29.95,"per_2 weeks","online, web form, phone","https://www.facebook.com/ChozenMartialArtsAcademy?fref=ts","no","https://scontent-a-ord.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/283098_393351374067350_2126714326_n.jpg?oh=3c95bdf5920fabd2d40356a8b7812ac2&oe=5501F541","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/1463599_764850706917413_5789321655912316800_n.png?oh=a6faaa1d0baced0ccd12acb77fcba413&oe=551D7438&__gda__=1427207587_044d8e40aaa644af4a1ef1bdc632b66b"
"Charley's Wing Chun","http://www.charleysindependentwingchun.com",,"1604 E. Harding Way","Stockton",95205,"(209) 467-7921","I open up the school in Stockton, Ca. in 1986. We belong to the Chinese combat union, certified school in wing Chun or Young Chaun Quan. We do not carry belts at our school so there are no belt fees. You receive certificates of levels earned by training not by paying. This way it’s more rewarding, because you trained hard to earn them, however there is no pressure you train at your own pace.","CA",8,99,"yes",,,"Martial Arts",,,,,,"phone",,,,
