"provider_name","website","email","street_address","city","Zipcode","phone","description","state","from_age","to_age","has_class","has_camp","has_birthday_party","activity type","activity type (if additional type is listed, select from the menu)","activity type (if additional type is listed, select from the menu)","Activity Type (not in the drop down list/choose from the list here: http://www.activityhero.com/in/san-jose-ca/categories)","Starting Price","price_type (values - ""per_class"", ""per_session"" , ""per_month"", ""per_hour"", ""per_day"", ""per_week"", ""per_year"", ""per_season"")","Registration Type  (online, web form, pdf)","Facebook page","Over 500 likes on FB (y/n)","logo_url","photo_url"
"Aguirre's Fighting System MMA","http://aguirresfightingsystem.com","franklin@aguirresfightingsystem.com","7888 Cherry Ave Suite #C","Fontana",92336,"909-346-2967","MMA is not just for the macho guys, we welcome all shapes, sizes and most ages. Whether your goal is to get in shape, lose weight, defend yourself, fight off stress or try something new we’ve got a class for you. It doesn’t matter if the most experience you’ve had is wrestling your little brother when you were a kid, or you are looking to expand your study of martial arts, we have the equipment and instructing skills you need to accommodate what you need to grow and learn.","CA",,,"YES",,,"Martial Arts",,,,,,"Phone","https://www.facebook.com/pages/AGUIRRES-FIGHTING-SYSTEM/130920943659152","Y","https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xpf1/v/t1.0-9/63815_374477809303463_2132301252_n.jpg?oh=23a7923ab5375c7bbfdedcf7b123a3de&oe=54D59DF1&__gda__=1423850568_3b89dd5992c582269bd438b2fdd3ea08","https://www.facebook.com/130920943659152/photos/pb.130920943659152.-2207520000.1416236548./724632844287956/?type=3&theater"
"Tournament House Gym","http://www.tournamenthouse.net","info@tournamenthouse.net","6250 Brockton Ave","Reiverside",92506,"951-335-0601","Tournament House Sports & Fitness Center is committed to the health and fitness of our members and community.  We offer an exciting variety of fitness and cardio classes, a senior fitness program, martial arts, fencing, self-defense classes, weight rooms, resistance equipment, and more.  Tournament House boasts the finest personal training staff in the Inland Empire and we emphasize a well balanced life style complemented by health and fitness basics that can be maintained for a lifetime.  Tournament House has over 20,000 square feet of state of the art cardio and fitness equipment, racquetball, handball, basketball, locker rooms with whirlpool spas, tanning, and saunas.  We offer child care on the premises.","CA",,,,,,"Martial Arts",,,,,,"Phone","https://www.facebook.com/tournamenthouse.riverside?rf=314680148649408","Y","https://www.facebook.com/tournamenthouse.riverside/photos/a.469046479881221.1073741826.469046413214561/540960692689799/?type=1&theater",
"Acupuncture Plus Herbal Clinic","http://acupunctureplus.us","spencerdom@q.com","310 E. Monte Vista Ave #B","Vacaville",95688,"707-455-0638","Acupuncture Plus offers a complete system of Oriental Medicine and acupuncture for all diseases and imbalances. Chinese medicine is a complete medical system that has diagnosed, treated, and prevented illness for over 23 centuries. While it can remedy ailments and alter states of mind, Chinese medicine can also enhance recuperative power, immunity, and the capacity for pleasure, work and creativity.","CA",,,"NO",,,"Martial Arts",,,,,,,"https://www.facebook.com/pages/Acupuncture-Plus/366456803507988?sk=timeline","N","https://www.facebook.com/366456803507988/photos/a.366467043506964.1073741827.366456803507988/366467000173635/?type=1",
"Kerley's Hunting & Outfiting",,,"20301 Stevens Creek Blvd","Cupertino",95014,"408-255-1920",,"CA",,,,,,"Martial Arts",,,,,,,,,,
"Tumble Time Gymnastics & Dance","http://www.tumbletime.net","info@tumbletime.net","2568 Meadow Lane","Cameron Park",95682,"530-296-4195",,"CA",,,,,,"Martial Arts",,,,,,,"https://www.facebook.com/pages/Tumble-Time-Gymnastics/307176065670?sk=page_getting_started",,,
"Ito's White Tiger","http://www.itoswhitetiger.com","senseiito@att.net","1119 Grant Ave","Novato",94945,"415-897-0676","Ito's White Tiger Dojo has been offering classes and private instruction in the martial arts since 1979. Ito's White Tiger Dojo is a family owned martial arts studio focused on the discipline of the mind, body and spirit. Special introduction and family rates are available. We provide instruction for men, women and children.","CA",,,"YES",,,"Martial Arts",,,,75,"per_month","online","https://www.facebook.com/itoswhitetigerkempokarate","N","https://scontent-b-atl.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/10470881_246274595570062_8301375897779959473_n.jpg?oh=a3223609307479fe4d826ad12f4e0f6c&oe=54D42060","https://scontent-b-atl.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/10177309_228412557356266_8369337806589546511_n.jpg?oh=8bce5f7245e796715cd2d374945eee14&oe=5515EC65"
"Haley's Martial Art","http://www.hmac.biz",,"260 Cohasset Road Suite 150","Chico",95926,"530-895-3114",,"CA",5,16,"YES",,,"Martial Arts",,,,,,"phone",,,"http://www.hmac.biz/images/363692beedbd12d734912b08b4295d53_qqx9.png","https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xpa1/v/t34.0-12/1482087_756886057669434_751474443_n.jpg?oh=20dd69ee6aad801f9c9ac61e123fd77d&oe=546C3216&__gda__=1416358477_dab8a477e2da220ad10fadbf7da906a4"
"Ken Nagayama Martial Arts","http://www.kennagayama.com/index.php","Nagayama.Ken@kennagayama.com","2809 W. Burbank Blvd","Burbank",91505,"818-840-9004","Ken Nagayama Martial Arts is a combination of several Martial Arts styles. The foundation of this system is an Okinawan form of Karate called Moto Bu Ryu. Originally taught only to the royal family of Okinawa, Moto Bu Ryu was the highest form of Martial Art developed to help the royal family remain just that; royal.","CA",6,18,"YES",,,"Martial Arts",,,,18,"per_class","phone","http://www.kennagayama.com/index.php","N","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/30886_119887534701517_5789010_n.jpg?oh=a4a9fef5ebd769a95b978938503d64ec&oe=5515D2F7&__gda__=1423936396_82685734fbc29faaa3cf0d088a6667e7","https://scontent-a-atl.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/970290_641621089194823_1268865051_n.jpg?oh=c59fba7c07fe79e130732783505e34f1&oe=551128E3"
"Reid's Martial Arts","http://www.reidsmartialarts.net","Reidskenpo@gmail.com","2440 Mission Ave","Carmichael",95608,"916-256-2763","Welcome to Reid Family Martial Arts.  Reid's is a family owned and operated martial arts school, dedicated to teaching self-defense and the values of the martial arts since 1965.  Reid's offers personal attention and quality instruction in the style of Kenpo Karate.  All classes are taught by certified Black Belt instructors through private and group classes","CA",4,18,"YES",,,"Martial Arts",,,,,,"phone",,,,"http://www.reidsmartialarts.net/images/cb0674e69ca27c940da0fae315424911.jpg"
"American Taekwondo Academy","http://www.classinfo.info","Kent@a2g.com","1011 Mason St. Suite 4","Vacaville",95688,"707-448-2600","We are committed to providing quality martial arts instruction to each and every student. To ensure this commitment, all instructors are more than black belts, they are also graduates of a teaching and Instructor Certification program.We are open with classes available 6 day a week.  Students may attend as often as they wish.We place a strong emphasis on self-discipline and respect.Learning is the key to all our work.  Our teaching is done as if we were working with our own family.","CA",,,"YES",,,"Martial Arts",,,,,,"phone",,,"http://www.classinfo.info/images/html/centuryTheme08/style01/1.0/images/h/2.jpg","http://www.classinfo.info/sites/site-318/images/Martial%20Arts%20Pics/78444b5d-7f00-0001-0121-5a9caa6bda1a.jpg"
"Young Park Taekwondo-Karate","http://www.youngparktaekwondo.com",,"1774 E. Colorado Blvd","Pasadena",91106,"626-796-3481","Young Park Taekwondo-Karate in Pasadena, Calif. For more than 43 years, we have been teaching martial arts and self-defense classes to students of all ages throughout the Pasadena area. Choose us for a fun, safe way to get in shape and learn how to protect yourself in any situation. Our skilled teachers will have you leaving our classes feeling confident and strong.","CA",,,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/pages/Young-Park-TaeKwonDo/278034722224848","N",,"https://scontent-b-atl.xx.fbcdn.net/hphotos-xpa1/t31.0-8/10655348_926432480718399_6535070727769723122_o.jpg"
"Han's Tae Kwon Do Academy","http://www.hanstaekwondo.com","hans.taekwondo@hotmail.com","7401 White Lane","Bakersfield",93309,"661-833-2625","Our goal at Han’s Tae Kwon Do Academy is to teach Tae Kwon Do in an atmosphere that is fun, exciting, and educational.  We offer a unique blend of fitness, education, and self-discipline in a family-oriented atmosphere.  Our Tae Kwon Do Training also includes Demonstration and Tournament Teams, and an All Sports Conditioning Program for children and adults.","CA",5,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/pages/Hans-Taekwondo-Academy-of-Bakersfield-California/127954627239912","Y","https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/487641_524732957562075_1253526818_n.jpg?oh=07b83e5c947c1332ec2dcb1ee64967dc&oe=5515343D&__gda__=1427438516_1d0dc25b84493938e26c1a07c9eeaf87","https://scontent-a-atl.xx.fbcdn.net/hphotos-xaf1/t31.0-8/1040608_538043509564353_1720543046_o.jpg"
"Pacific Ring Sports","http://www.pacificringsports.com","info@pacificringsports.com","493 40th Street","Oakland",94609,"510-444-5269","Our program keeps the traditional elements of Martial Arts teaching such as values, self-discipline, and belt advancement, but brings it into today’s cutting edge Mixed Martial Arts, where kids learn practical tactics from different arts.  Our approach to teaching is fun and family-oriented, while instilling respect for peers and instructors.","CA",6,15,"YES",,,"Martial Arts",,,,,,"online","https://www.facebook.com/PacificRingSports","Y","https://scontent-a-atl.xx.fbcdn.net/hphotos-ash2/v/t1.0-9/221890_10150270413753032_5555906_n.jpg?oh=2ef24c88b43f9a0e2be39e91d6e7ce2d&oe=54D371E0","https://scontent-a-ord.xx.fbcdn.net/hphotos-xaf1/t31.0-8/c0.145.851.315/p851x315/469479_10150920642968032_1137509383_o.jpg"
"United Self Defense Academy Hayastan MMA","http://unitedselfdefense.com","unitedsda@hotmail.com","1817 E. Avenue Q #A7","Palmdale",93550,"661-267-6880","Our youth programs are not just another after-school activity.  Soccer, baseball, football, basketball are all great activities for children, but our programs are about personal development through a physical discipline.  Martial Arts is not a team sport.  The only person that you are competing with is “yourself.”  Some students are in shape, while others are overweight.  Some come for self defense or fitness, and others for fun.  Each person is treated as an equal, and is trained to the best of their own ability and potential.","CA",5,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/unitedselfdefense","N","https://scontent-b-ord.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/10252113_682593215110691_7751286687664061028_n.jpg?oh=ce86a1bb56e2fab64796c538c074e262&oe=54E3BFF8","https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/1970402_648914395145240_1094429020_n.jpg?oh=13ea2e9d6b51ccee4373b394a07d2906&oe=54D76D3A&__gda__=1427283731_67b37f46f035f229d7cf516036f00cde"
"Northwest Martial Arts","http://northwestmartialarts.net","ALS44Kenpo@gmail.com","2250 Barney Road","Anderson",96007,"530-378-1169","Even though self-defense is the theme of the instruction, there is also other attributes that are focused upon in the training such as: Self-Control, Coordination,     Balance, Agility, as well as Concentration, Focus and Awareness. These skills are not just for self-defense, but for other endeavors in life, school, sports, jobs etc.","CA",,,"YES",,,"Martial Arts",,,,,,"phone",,,"http://northwestmartialarts.net/wp-content/uploads/2013/08/nwmartialarts-banner1.png","http://northwestmartialarts.net/wp-content/uploads/2013/07/DSC_0514-300x199.jpg"
"Santa Clarita Valley School of Jujitsu","http://scvjujitsu.com","Kevin Colton <kcolton1@socal.rr.com>","26620 Valley Center Dr. Suite 106","Canyon County",91351,"661-255-6000","Danzan Ryu Jujitsu training involves learning to roll and fall (Sutemi), to move and balance (Tai Sabaki), to escape from grabs and manipulate joints (Yawara), to throw & project (Nage), to submit an opponent (Shime), to counter and transition (Oku), to access and express your inner being (Shinnin), as well as many other in-depth areas of focus.","CA",8,15,"YES",,,"Martial Arts",,,,,,"phone",,,"http://scvjujitsu.com/rw_common/themes/delta/images/header_top_grad.png","http://scvjujitsu.com/tour_files/SCVJ-2.jpg"
"Delta Martial Arts & Athletics","http://www.deltamaa.com",,"2956 Treat Blvd","Concord",94518,"925-798-6235","Delta Martial Arts and Athletics is a facility for martial arts and athletic training, we want to create through education and training a place where people can be inspired to change and improve through the physical activities they participate in.","CA",3,18,"YES","YES","YES","Martial Arts",,,,75,"per_month","online","https://www.facebook.com/BayMountain","Y","https://scontent-a-ord.xx.fbcdn.net/hphotos-prn2/v/t1.0-9/63261_10151536730732959_1074715336_n.jpg?oh=b5c9ce4c3800b6630211da80abc153e7&oe=55159A54","http://www.deltamaa.com/images/kidscrowd.jpg"
"Way of The Bear & Tiger Karate",,,"539 W. Dakota","Fresno",93708,"559-221-6807",,"CA",,,,,,"Martial Arts",,,,,,,,,,
"GymStars Gymnastics","http://www.gymstars.com","gss@gymstars.com","1740 W. Hammer Lane","Stockton",95209,"209-957-1919","GymStars and Tibon-Goju Ryu deliver the best in martial arts training.  We have developed National, International, Pan-American, and World Class athletes who have represented the United States all over the world.  GOJU means hard soft style of Karate.  We use the hard style of Okinawan/Japanese straight line linear angles in fighting and the soft style angels of redirection and the yielding of Chinese Kempo.  We offer classes for ages of 3 to 16.  We teach beginners to black belt including weapons training of the Yamani Ryu Okinawa Kobudo System.  ""Our commitment is to develop excellence in self-confidence, respect and discipline in all students so they develop into the best they can be."" Sensei Tibon.","CA",3,18,"YES","YES","YES","Martial Arts",,,,80,"per_month","online","https://www.facebook.com/GymStars","Y","https://scontent-b-atl.xx.fbcdn.net/hphotos-xap1/t31.0-8/10257194_769612886403632_1172085693749130071_o.jpg","http://n1media1.images1.chalkjock.com/59564/12991205624c41091c3574c.jpg"
"Alpine & Santee Karate Schools","http://www.tradamkarate.com",,"1730 Alpine Blvd","Alpine",91901,"619-659-9876","We offer great youth and adult karate training at these two locations and participants can train individually, or as a parent and child duo or trio. In fact, an entire family can block, punch and kick their way to better physical and mental fitness, heightened focus and concentration and improved confidence and self-esteem. A favorite slogan here at Trad Am is, ""the family that punches and kicks together, sticks together.""","CA",4,18,"YES",,,"Martial Arts",,,,85,"per_month","online",,,"http://www.tradamkarate.com/uploads/2/1/7/4/21749504/_3319799.gif","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlstMaKm5MdH6Rpe1En2-16uihWcAvMcArOFfAXf-T3J6mn_M52Q"
"All American Karate School","http://www.karateincorona.com","info@karateincorona.com","405 Corona Mail","Corona",92879,"951-736-0635","Our goals focus on teaching our students a set curriculum of skills and techniques, which are then incorporated into self-defense techniques. This base of skills and self-defense, lead to our ultimate goals of self-control, self-discipline and in turn self-confidence.","CA",3,18,"YES",,,"Martial Arts",,,,50,"per_month","phone","https://www.facebook.com/karateincorona","Y","https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-ash2/v/t1.0-9/545239_10151725422889915_2140482075_n.jpg?oh=1c64092c3a395442ff6e2686b0eb2aa7&oe=5512FA9C&__gda__=1423181139_afd939af87a9a9626f5ade42d895c58d","https://scontent-b-atl.xx.fbcdn.net/hphotos-xpa1/t31.0-8/10658600_10152551392234915_4324654524613502026_o.jpg"
"Bakersfield Brazilian Jiu Jitsu","http://www.mattbakerbjj.com","bakersfieldbjj@live.com","4308 Resnik Court","Bakersfield",93313,"661-345-2906",,"CA",,,"YES","YES",,"Martial Arts",,,,,,"phone","https://www.facebook.com/bakersfield.brazilianjiujitsu","Y","https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/31476_469633353092032_1876552085_n.jpg?oh=d952f9fa81b5f3878ebc6500a3b9f7ed&oe=54E5EBAA&__gda__=1423862086_1e6007db4d040d9c42d38b7b961a36b6","https://scontent-b-atl.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/34487_102410476480990_5656299_n.jpg?oh=ad7cdebffc10e3051d9e304f5ba751af&oe=54D43D15"
"Marina Tae Kwon Do","http://marinamartialarts.net","debbied@dexterity.com","13203 W. Washington Blvd","Los Angeles",90066,"910-821-6768","At Marina Martial Arts, we teach and emphasize a series of Life Skills that challenge our students not only through their Martial Arts training, but also their everyday lives. In the classroom, learning is challenging and fun. Students are taught to set achievable goals and see, through their accomplishments that hard work does indeed have its rewards. Through the martial arts our students become more confident and develop an attitude of self-reliance. This increased confidence enables our students to better cope with difficult life-choices whatever their age.","CA",4,18,"YES","YES","YES","Martial Arts",,,,,,"phone","https://www.facebook.com/mmamtkd","Y","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/p417x417/19278_275415281197_5091234_n.jpg?oh=4126472568288305d5a3e9eef2501901&oe=54DD26B7&__gda__=1427335663_cefc59df74e551c210fd56743e4145b7","https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/1450304_10151724196776198_769224818_n.jpg?oh=6db6ed896cda1a95d88dc82e8c86a874&oe=551A4995&__gda__=1424172954_6ecac909c36a9cc23b90812b1d9318df"
"Happy Ocean Tai Chi Kung Fu Acacdemy","http://www.happyoceantaichi.com","happyoceantaichi@gmail.com","1110 Marshall Suite H","Vacaville",95687,"707-416-2917","Applying his more than 40 years of study in the martial arts, Master Yeung has combined his extensive knowledge into a comprehensive, easy to understand exercise system. His system of teaching is unique because he shows his students how Tai Chi builds on 12 circular movements and 13 components. It is based on what he has found to be most effective over the years that he has been studying, practicing and teaching Tai Chi. Chi Kung exercises round out the system for maximum health benefits. The Happy Ocean Tai Chi program encompasses breathing techniques, balance, understanding Yin Yan, forms for practice, equipment for strengthening and improving skills, and using everyday, common objects as weapons for self defense. Learning this Tai Chi and Chi Kung program will harmonize your Mind, Body, and Spirit.","CA",,,"YES",,,"Martial Arts",,,,60,"per_month","phone","https://www.facebook.com/pages/Happy-Ocean-Tai-Chi-Academy/130866160288112","N","https://scontent-b-atl.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/38220_130866536954741_4561946_n.jpg?oh=efcb021249d6d63521dc8317f135d15d&oe=54E037D0","https://scontent-a-atl.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/208069_451270761580982_2030289652_n.jpg?oh=f0edf6ed7224a726b641924e030c2d05&oe=54E765C1"
"Pak's Karate Family Martial Art Center",,"hosikpak@cs.com","16901 San Fernando Mission Blvd","Granada Hills",91344,"818-530-4612",,"CA",,,,,,"Martial Arts",,,,,,,,,,
"Pallen's Martial Arts","http://www.pallens.com","pallens.ma@gmail.com","6743 Dublin Blvd Suite 35","Dublin",94568,"888-277-1567","Our goal is to provide the best experience to all of our students, while maintaining the traditional integrity of the martial arts. Our specialized children’s program includes a comprehensive training schedule consisting of character building development, practical self-defense techniques, exciting games and theme based classes. Our unique method of teaching creates a fun, yet disciplined environment without ever compromising the integrity and tradition of the martial arts. For our teens and adults, Pallen’s Martial Arts is a safe and positive environment, providing a fun activity-driven atmosphere where those with common interests can join together in physically-rewarding and mentally-challenging activities.","CA",4,18,"YES","YES","YES","Martial Arts",,,,,,"phone","https://www.facebook.com/pallensmartialarts?ref=ts&fref=ts","N","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-ash2/v/t1.0-9/581290_10150799594268531_1365462488_n.jpg?oh=95d241e0880ce742e9c17087b8e9fa3a&oe=551669BE&__gda__=1424429169_46bf3ea4972bde6acd6c16fa4d94a0fa","https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/10363987_10152144874913531_978315525233236276_n.jpg?oh=faadc0099be7f979987a67b8326aaf27&oe=54DFD33C&__gda__=1424161622_13dccc6c57c9e95873715eb7e5972826"
